   1 	     4.5584 
   2 	     7.3635 
   3 	    10.2144 
   4 	    12.9100 
   5 	    15.5804 
   6 	    18.4169 
   7 	    21.1442 
   8 	    23.8043 
   9 	    26.6576 
  10 	    29.2774 
  11 	    32.1189 
  12 	    34.8458 
  13 	    37.5246 
  14 	    40.4864 
  15 	    43.1026 
  16 	    45.8100 
  17 	    48.5892 
  18 	    51.4778 
  19 	    54.0685 
  20 	    56.7025 
  21 	    59.3716 
  22 	    62.4422 
  23 	    64.9700 
  24 	    67.8026 
  25 	    70.3281 
  26 	    73.1408 
  27 	    75.9116 
  28 	    78.7238 
  29 	    81.4656 
  30 	    84.0917 
  31 	    86.9527 
  32 	    89.7682 
  33 	    92.3253 
  34 	    95.1674 
  35 	    97.9600 
  36 	   100.5429 
  37 	   103.3182 
  38 	   105.8098 
  39 	   108.8340 
  40 	   111.6493 
  41 	   114.2744 
  42 	   116.9922 
  43 	   119.4658 
  44 	   121.9894 
  45 	   124.9530 
  46 	   127.8023 
  47 	   130.5403 
  48 	   133.2966 
  49 	   136.1311 
  50 	   138.7923 
