   1 	     6.1982 
   2 	     7.8315 
   3 	     8.8864 
   4 	    10.5358 
   5 	    11.5444 
   6 	    13.1959 
   7 	    14.3306 
   8 	    15.8671 
   9 	    17.0822 
  10 	    18.6529 
  11 	    19.8229 
  12 	    21.4584 
  13 	    22.6082 
  14 	    24.1071 
  15 	    25.1845 
  16 	    26.9230 
  17 	    28.1020 
  18 	    29.6352 
  19 	    30.7902 
  20 	    32.3580 
  21 	    33.8059 
  22 	    35.0775 
  23 	    36.1793 
  24 	    37.8823 
  25 	    39.0252 
  26 	    40.6028 
  27 	    41.6655 
  28 	    43.3892 
  29 	    44.4766 
  30 	    46.1056 
  31 	    47.2703 
  32 	    48.8356 
  33 	    49.9102 
  34 	    51.5224 
  35 	    52.6565 
  36 	    54.2883 
  37 	    55.3542 
  38 	    57.0955 
  39 	    58.1255 
  40 	    59.6968 
  41 	    60.7869 
  42 	    62.4925 
  43 	    63.5775 
  44 	    65.2272 
  45 	    66.3873 
  46 	    68.0099 
  47 	    69.1329 
  48 	    70.7213 
  49 	    71.8912 
  50 	    73.3578 
  51 	    74.4864 
  52 	    76.2332 
  53 	    77.3577 
  54 	    78.9411 
  55 	    80.0628 
  56 	    81.6844 
  57 	    82.6846 
  58 	    84.4006 
  59 	    85.4502 
  60 	    86.8924 
